url;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;Url
58553;rose;aaron-terence-hughes;UK;unisex;3,23;39;2019.0;turkish rose;madagascar vanilla, tonka bean, spices, red berries, lotus, oakmoss;agarwood (oud), musk, patchouli;aaron terence hughes;;vanilla;oud;rose;warm spicy;powdery;58553
73425;pm;fragrance-du-bois;France;unisex;3,23;102;2022.0;indian tuberose, floral notes, juniper berries, cardamom, lemon;leather, cedar, orris root, indonesian patchouli leaf;labdanum, woody notes, benzoin, amber;shadi samra;;woody;amber;leather;aromatic;animalic;73425
52756;gin-flower;solstice-scents;USA;unisex;3,23;39;2018.0;juniper berries, lime, citron;black elder, osmanthus, honey, vanilla, apricot, pear;sandalwood;angela st.john;;citrus;floral;sweet;aromatic;woody;52756
65700;to-be-goodvibes-for-him;police;Italy;men;3,23;26;2021.0;clary sage, bergamot, black pepper;jasmine, juniper, magnolia;amberwood, tobacco, vetiver;unknown;;aromatic;fresh spicy;citrus;white floral;soft spicy;65700
54318;tank-custom-for-him;replay;Italy;men;3,23;30;2019.0;elemi, ginger, bergamot, yuzu, cardamom;anise, plum, vetiver, lavender, patchouli, wild jasmine;tonka bean, musk, sandalwood, amber;unknown;;aromatic;warm spicy;woody;citrus;sweet;54318
84405;miel-extase;navitus-parfums;UAE;unisex;3,23;156;2023.0;honey, dried fruits, apricot;ginger, violet, rum, saffron;toffee, madagascar vanilla, tonka bean, dark chocolate, caramel;bertrand duchaufour;pierre flores;warm spicy;sweet;violet;powdery;honey;84405
89589;oud-mafia;morph;Italy;unisex;3,23;26;2023.0;saffron, nutmeg, thyme;oud, incense, gurjan balsam, cistus incanus;orcanox�, patchouli, vetiver;v�ronique nyberg;;oud;warm spicy;woody;amber;smoky;89589
90657;santa-casa;filippo-sorcinelli;Italy;unisex;3,23;26;2024.0;incense, orange, bergamot;sea notes, tobacco, french rose;musk, benzoin, vanilla, sandalwood, ambrette, amber;filippo sorcinelli;;marine;amber;tobacco;aromatic;smoky;90657
28016;full-speed-power;avon;USA;men;3,24;33;2014.0;lemon;rosemary;cedar;unknown;;aromatic;woody;citrus;fresh spicy;;28016
43456;outrageous-limited-edition-2017;frederic-malle;France;unisex;3,24;63;2017.0;green apple, grapefruit, lime, cinnamon, mint;neroli, orange blossom;aldehydes, musk, ambroxan, cedar;sophia grojsman;;citrus;musky;fresh;white floral;aldehydic;43456
53346;bleu-abysse;les-parfums-de-rosine;France;unisex;3,24;42;2019.0;elemi, bergamot, cassis;mineral notes, rose;algae, vetiver, patchouli, agarwood (oud), incense;serge de oliveira;;aromatic;mineral;rose;woody;citrus;53346
65916;till-sunrise;zara;Spain;men;3,24;29;2021.0;galbanum;cypress;tonka bean;unknown;;aromatic;green;vanilla;amber;sweet;65916
45182;sacromonte;ricardo-ramos-perfumes-de-autor;Spain;unisex;3,24;42;2016.0;grass, fig, basil;lily-of-the-valley, plum, jasmine, black amber;hay, white musk, amber;jorge lee;;green;fresh;fruity;white floral;sweet;45182
59776;the-majestic-oud;alexandre-j;France;unisex;3,24;100;2020.0;black currant, raspberry, apple, bergamot, lemon, melon;patchouli, sage;agarwood (oud), amber, musk;emna doghri;;fruity;oud;patchouli;woody;aromatic;59776
52039;evolution-de-l-homme-matin;parfums-vintage;UK;men;3,24;29;2018.0;grapefruit, lime, juniper berries, thyme, lemon, pink pepper, artemisia, bergamot;patchouli, cedar, jasmine, black currant, apple, rose, cypriol oil or nagarmotha;ambergris, musk, birch, vanilla;damien stammers;;citrus;aromatic;woody;fresh spicy;patchouli;52039
82730;musk-is-great;zimaya;UAE;unisex;3,24;131;2023.0;bergamot, mandarin orange;magnolia, black currant;musk, white musk, sandalwood;unknown;;musky;powdery;woody;citrus;floral;82730
50508;kings-wood;shay-blue-london;UK;unisex;3,24;46;2018.0;pineapple;fern, sichuan pepper;oak, leather;julie mass�;;woody;aromatic;fresh spicy;fruity;sweet;50508
40874;stone-supernova-for-him;replay;Italy;men;3,24;38;2016.0;fruity notes, citruses, lavender, watery notes;cashmere wood, rose, oakmoss;tonka bean, sandalwood, cedar;unknown;;woody;fruity;citrus;sweet;amber;40874
68225;defy;calvin-klein;USA;men;3,25;667;2021.0;bergamot, lavender;vetiver;amber;unknown;;aromatic;citrus;lavender;fresh spicy;amber;68225
83303;zafferano-collector-edition;acqua-di-parma;Italy;unisex;3,25;28;2023.0;bitter orange, mandarin orange, coriander, bergamot;saffron, geranium, rose, orange blossom, jasmine sambac;vanilla, patchouli, tonka;unknown;;warm spicy;citrus;vanilla;aromatic;fresh spicy;83303
66996;aqua-universalis-cologne-forte;maison-francis-kurkdjian;France;unisex;3,25;522;2021.0;bergamot;sweet pea, mock orange;white musk;francis kurkdjian;;musky;citrus;sweet;floral;white floral;66996
9470;mango-manga;montale;France;unisex;3,25;1429;2010.0;mango, orange;ylang-ylang, jasmine, neroli;agarwood (oud), oak moss, vetyver, virginia cedar;pierre montale;;tropical;sweet;fruity;woody;citrus;9470
12618;xtreme-xplosion;o-boticario;Brazil;men;3,25;28;2011.0;cardamom, cinnamon, mandarin orange, bergamot;mimosa, jasmine, sage, sandalwood;vanille, musk, amber, virginia cedar;maria tereza belotti;;warm spicy;powdery;aromatic;citrus;cinnamon;12618
29906;alaska;axe;Denmark;men;3,25;32;1994.0;bergamot, grapefruit, pineapple, melon;lavender, jasmine;sandalwood, amber;unknown;;citrus;fresh spicy;fruity;lavender;woody;29906
19308;intense;faberlic;Russia;men;3,25;36;2010.0;juniper, green notes;violet, cardamom, mint, jasmine;woody notes, oakmoss;alain allione;;woody;aromatic;green;fresh spicy;mossy;19308
78282;oh-my-deer;baruti;Netherlands;unisex;3,25;55;2022.0;black pepper, sichuan pepper, aldehydes;metallic notes, lily-of-the-valley;animal notes, incense, musk, amber, vanilla;spyros drosopoulos;;fresh spicy;amber;metallic;animalic;musky;78282
6424;citrus-paradisi-cologne;czech-speake;Czech Republic;unisex;3,25;93;2000.0;grapefruit, spices, green notes;oakmoss, coriander, pepper;patchouli, amber;unknown;;citrus;fresh spicy;aromatic;warm spicy;mossy;6424
58931;kashaf;ajmal;UAE;unisex;3,25;36;2017.0;rose;black currant, raspberry, saffron;agarwood (oud), musk, sandalwood;unknown;;fruity;oud;woody;musky;warm spicy;58931
36053;chocolate-wasted;haught-parfums;USA;unisex;3,25;32;2015.0;dark chocolate, cacao pod;rum, coffee, brown sugar;bourbon vanilla, styrax, tonka bean, labdanum;jarekhye covarrubias;;warm spicy;sweet;cacao;chocolate;amber;36053
66003;black-mafia;bybozo;France;unisex;3,25;40;2021.0;green notes;woody notes, tobacco, coffee;incense;paul emilien;;woody;tobacco;amber;smoky;sweet;66003
20161;musk-al-ghazal;al-rehab;Arabia saudi ;unisex;3,26;42;;lavender, chrysanthemum, hibiscus seed;geranium, ambrette (musk mallow);black musk, almond, galbanum;unknown;;musky;aromatic;fresh spicy;floral;powdery;20161
94565;juice;commodity;USA;unisex;3,26;27;2024.0;violet leaf, raspberry, strawberry;bulgarian rose, cyclamen;rhubarb, amberwood;nathalie benareau;;fruity;sweet;green;ozonic;aquatic;94565
63560;mon-petit;lolita-lempicka;France;unisex;3,26;35;2020.0;marshmallow, anise;lime (linden) blossom, freesia, orange blossom;confetti (sugared almonds), white musk;ma�a lernout;;sweet;powdery;;;;63560
65920;dark-wash;zara;Spain;men;3,26;27;2021.0;sesame;watery notes;sandalwood;unknown;;aquatic;woody;aromatic;fresh;powdery;65920
56900;mustang-for-men-eau-de-toilette;mustang;USA;men;3,26;27;2019.0;grapefruit, lemon zest, tarragon;lavender, mint, galbanum;musk, sandalwood, patchouli;unknown;;aromatic;citrus;woody;musky;powdery;56900
63047;uefa-champions-league-dare-edition;adidas;USA;men;3,26;42;2019.0;mint, sicilian bergamot, elemi;cardamom, lavender, african geranium;vetiver, patchouli, balsam fir;unknown;;aromatic;fresh spicy;green;woody;warm spicy;63047
64197;lemon-island;atelier-cologne;USA;unisex;3,26;681;2020.0;lemon;indian jasmine;madagascar vanilla;unknown;;citrus;white floral;vanilla;aromatic;fresh;64197
82615;no-13-fever;arcadia;UAE;unisex;3,26;38;2018.0;juniper, pepper, bergamot, lemon;pine tree needles, incense, orris;vanilla, sandalwood, amber;unknown;;fresh spicy;aromatic;woody;vanilla;powdery;82615
75079;mango-touch;patrice-martin;France;unisex;3,26;43;2022.0;mango, grapefruit, water notes;peach, raspberry;musk, vanilla;unknown;;fruity;sweet;tropical;musky;powdery;75079
7488;oltre;tonatto-profumi;Italy;unisex;3,26;34;;pine;lily-of-the-valley;seaweed, musk;laura bosetti tonatto;;aromatic;marine;woody;aquatic;white floral;7488
56645;minsk;thera-cosmeticos;Brazil;men;3,26;34;2017.0;bergamot, mandarin orange, orange;rosemary, pepper, palisander rosewood;musk, woodsy notes, incense;m�rio torri neto;;citrus;fresh spicy;aromatic;musky;woody;56645
74234;oud-mood-elixir;lattafa-perfumes;UAE;unisex;3,27;138;;saffron, nutmeg, cinnamon;agarwood (oud), suede, sandalwood;amber, vanilla;unknown;;warm spicy;fresh spicy;oud;leather;powdery;74234
73547;the-italian-artists-of-via-solferino;trussardi;Italy;unisex;3,27;109;2022.0;yuzu, mate, mineral notes;magnolia, peony, osmanthus, ginger;suede, heliotrope, patchouli;antoine lie;luca maffei;floral;citrus;fresh;mineral;fresh spicy;73547
43812;don-t-tell-jasmine;vilhelm-parfumerie;USA;unisex;3,27;269;2017.0;lemon, kir royal;jasmine;musk;unknown;;white floral;citrus;musky;aromatic;floral;43812
51066;friends-world-for-him;oriflame;Sweden;men;3,27;45;;clary sage;ivy;tonka bean;jean-christophe h�rault;;aromatic;green;fresh;ozonic;soft spicy;51066
19310;mon-roi;faberlic;Russia;men;3,27;45;2010.0;lavender, mango, pineapple, bergamot, lemon, mandarin orange;fruity notes, mint, violet, cloves, geranium, carnation, jasmine, rose;sandalwood, oakmoss, palisander rosewood, patchouli, cedar;janek kozeluh;;woody;fruity;sweet;mossy;warm spicy;19310
61384;realist;contradictions-in-ilk;UK;unisex;3,27;26;2020.0;lemon, bergamot, yuzu, pepper;petitgrain, sea notes, cedar, black tea, rose;vetiver, hinoki wood, incense, amber, immortelle;unknown;;citrus;aromatic;woody;fresh spicy;green;61384
68586;symphonie-d-amour;maissa-parfums;Lebanon;unisex;3,27;51;2020.0;black currant, apple, orange, bergamot, lemon;caramel, white woods, mint, jasmine, anise, green notes;musk, vanilla, amber;unknown;;fruity;citrus;musky;caramel;powdery;68586
53747;bukhoor;thomas-kosmala;France;unisex;3,27;173;2018.0;woody notes;smoke;agarwood (oud), amber, musk;thomas kosmala;;oud;woody;smoky;amber;musky;53747
40394;kasar;teo-cabanel;France;men;3,27;169;2016.0;citruses;saffron, nutmeg, cinnamon;leather, agarwood (oud), labdanum, cedar, patchouli, musk;unknown;;leather;oud;warm spicy;animalic;fresh spicy;40394
47838;refocus;m-int;Italy;unisex;3,27;37;2016.0;aldehydes, incense;patchouli, guaiac wood, cedar;musk, labdanum, suede, sandalwood;fabrice pellegrin;;amber;musky;woody;aldehydic;balsamic;47838
3119;fougere;jovoy-paris;France;men;3,27;26;2007.0;lime, basil;pineapple, neroli, geranium;oakmoss, sandalwood, tonka bean;j�r�me epinette;;citrus;fresh spicy;sweet;aromatic;fruity;3119
34877;homme;avon;USA;men;3,28;46;2016.0;coriander, citruses, cardamom;iris;cedar, vetiver;unknown;;woody;aromatic;iris;powdery;earthy;34877
63785;liquide-2020;les-liquides-imaginaires;France;unisex;3,28;60;2020.0;black pepper, bergamot, cardamom, labdanum;henna, metallic notes, ozonic notes, iris;suede, animal notes, cedar, saffron;anne-sophie behaghel;;metallic;warm spicy;aromatic;fresh spicy;mineral;63785
19216;glacier;oriflame;Sweden;men;3,28;287;2005.0;mint, lemon, bergamot, watermelon, pineapple;lavender, rosemary, woody notes, tarragon, juniper, black currant;musk, suede, tobacco, sandalwood, vetiver, amber;philippe bousseton;;aromatic;fresh spicy;citrus;woody;green;19216
58433;athena;aaron-terence-hughes;UK;unisex;3,28;32;2019.0;neroli, coconut, peach;cherry, dark chocolate, jasmine;sandalwood, musk;aaron terence hughes;;cherry;woody;warm spicy;chocolate;sweet;58433
83774;under-the-stars;maison-martin-margiela;France;unisex;3,29;587;2023.0;black pepper;leather;agarwood (oud), labdanum;meabh mccurtin;;leather;oud;fresh spicy;animalic;amber;83774
50742;leader;oriflame;Sweden;men;3,29;35;2018.0;clary sage;lavender;red cedar;unknown;;aromatic;lavender;fresh spicy;soft spicy;woody;50742
43325;supergreen;coquillete;Italy;unisex;3,29;28;2017.0;mint, geranium, cloves, lemon, damask rose;peony, sandalwood, saffron, berry fruits, amber, incense;vetiver, musk, white musk, cedar;rosa vaia;;aromatic;woody;warm spicy;fresh spicy;rose;43325
44044;rosso-epicureo;jacques-fath;France;unisex;3,29;253;2017.0;plum, black currant, sichuan pepper, artemisia, bitter orange, bergamot;tuberose, ylang-ylang, damask rose, orange blossom, jasmine;vanilla, patchouli, musk, amber;luca maffei;;white floral;fruity;tuberose;sweet;citrus;44044
3777;osmo-scents-encens-epice;il-profvmo;Italy;men;3,29;75;;resin;spicy notes, tobacco;olibanum, woodsy notes;unknown;;amber;woody;warm spicy;balsamic;fresh spicy;3777
18225;corvina-negra;fueguia-1833;Argentina;unisex;3,29;31;2010.0;violet;seaweed;salt;julian bedel;;marine;violet;salty;powdery;aquatic;18225
59565;crystal-love-for-him;attar-collection;UAE;men;3,29;100;2020.0;bergamot, vanilla, orange;musk, ice cream, cherry;ambergris, leather, patchouli;luz vaquero;;musky;citrus;sweet;animalic;vanilla;59565
58945;v-for-victory-gold;avon;USA;men;3,3;27;2020.0;madagascar pepper;coriander extract;vetiver;unknown;;aromatic;fresh spicy;soft spicy;woody;earthy;58945
13497;ck-free-blue;calvin-klein;USA;men;3,3;151;2011.0;lavender, mint, mandarin orange;water notes, green notes, cardamom, nutmeg;musk, amber, leather;unknown;;aquatic;green;fresh;aromatic;lavender;13497
46072;givenchy-pour-homme-silver-edition;givenchy;France;men;3,3;61;2017.0;elemi, bergamot, grapefruit;sequoia, violet leaf;vetiver, tonka bean, patchouli;unknown;;woody;aromatic;citrus;warm spicy;ozonic;46072
59133;lail-maleki;lattafa-perfumes;UAE;unisex;3,3;187;2018.0;fruity notes, citruses, spicy notes;jasmine, honey, gardenia, orchid;sandalwood, musk, amber, caramel;unknown;;white floral;sweet;fruity;honey;floral;59133
55816;wake-up-feel-good;oriflame;Sweden;unisex;3,3;89;2019.0;yuzu;mint;musk;unknown;;green;citrus;fresh spicy;musky;aromatic;55816
40803;cuir-mojito;daniel-barros;Brazil;unisex;3,3;27;2016.0;lime, mint, rum, saffron, grass;violet, geranium, lily-of-the-valley, patchouli;leather, cashmeran, musk, oakmoss;daniel barros;;leather;animalic;citrus;green;aromatic;40803
19304;pulse;faberlic;Russia;men;3,3;46;2012.0;lavender, mint, bergamot;dark chocolate, vanilla, caraway, cinnamon, orange blossom;cumin, tonka bean, cedar, sandalwood;alain allione;;fresh spicy;vanilla;aromatic;warm spicy;sweet;19304
78337;ravenclaw-parfum;house-of-sillage;USA;unisex;3,3;44;2022.0;bergamot, mint, petitgrain;cascalone, cardamom, lily-of-the-valley;white woods, cedar, vetiver;unknown;;woody;aromatic;aquatic;citrus;green;78337
37498;jf9-red;jafra;USA;men;3,3;27;2012.0;lavender, mandarin orange, bergamot, herbal notes;jasmine, orange blossom, sage, geranium, rosemary, basil;brazilian rosewood, amber, sandalowood, vetiver, oakmoss;unknown;;aromatic;woody;fresh spicy;white floral;citrus;37498
66695;pillow-lips;tsvga-parfums;USA;unisex;3,3;43;2021.0;raspberry, peach, lime;champaca, rose;vanilla, oakmoss;james barry;;sweet;fruity;floral;vanilla;mossy;66695
78280;peach-fields;skylar;USA;unisex;3,3;291;2022.0;white peach, grapefruit, mandarin orange;osmanthus, lily-of-the-valley, vanilla;musk, sandalwood, cashmere wood, amber;unknown;;fruity;woody;musky;powdery;floral;78280
19204;contemporary;police;Italy;men;3,3;44;;bergamot, grapefruit, juniper;mint, geranium, violet, lavender, jasmine, rosemary, clary sage;musk, oakmoss, sandalwood, cedar, tonka bean;unknown;;aromatic;fresh spicy;citrus;green;woody;19204
48621;the-bell-chime-kolokol-nyj-zvon;ladanika;Russia;unisex;3,3;30;2018.0;metallic notes, aldehydes, clementine, lemon;lily, clover;honey, myrrh, olibanum;elina arsenieva;;amber;metallic;honey;aldehydic;sweet;48621
83046;amber-oud-private-edition;al-haramain-perfumes;UAE;unisex;3,31;29;2023.0;bergamot, green notes;melon, sweet notes, amber, pineapple, cedarwood;resins, myrrh, musk, woody notes, vanilla;unknown;;amber;sweet;woody;balsamic;powdery;83046
55151;ocean-blue;alyssa-ashley;USA;unisex;3,31;35;2017.0;rosemary, cedar needles, orange, caraway;sea notes, water notes;cedar, oak moss, patchouli, musk, tonka bean, vanilla;luca maffei;;aromatic;woody;fresh spicy;aquatic;marine;55151
78426;hugo-jeans-man;hugo-boss;Germany;men;3,31;195;2022.0;grapefruit, lime;juniper berries, mint;cedar, vetiver;unknown;;aromatic;woody;fresh spicy;citrus;green;78426
71314;quasar-rush;o-boticario;Brazil;men;3,31;120;2021.0;sicilian lemon, mint, pineapple, rosemary, mandarin orange, basil, cardamom, nutmeg;water notes, lavender, violet leaf, cedar, cashmeran, amber, moss, coriander;musk, amber, balsamic notes, moss, tonka bean;carlos benaim;;aromatic;aquatic;citrus;fresh spicy;green;71314
57228;autumn-rhythm;chris-collins;USA;unisex;3,31;58;2019.0;green notes, bergamot;orris root, cashmeran, mate, lily-of-the-valley;leather, cedar, tonka bean, ambrette (musk mallow), musk;nathalie feisthauer;;leather;woody;green;powdery;iris;57228
4856;diesel-green-masculine-special-edition;diesel;Italy;men;3,31;29;2003.0;green leaves, fir, orange, mandarin orange;ginger, carnation, geranium, cyclamen, orchid;cedar, sandalwood, musk;arturetto landi;;woody;warm spicy;aromatic;fresh spicy;green;4856
90175;amberbomb;laboratorio-olfattivo;Italy;unisex;3,31;71;2024.0;coffee, plum, strawberry, coconut, apple;iris, lily of the valley, jasmine, rose;leather, cypriol oil or nagarmotha, patchouli, sandalwood, cedar, amber, vanilla, tonka bean, white musk;arturetto landi;;woody;leather;earthy;warm spicy;powdery;90175
40393;jaspe;teo-cabanel;France;men;3,31;83;2016.0;lavender, bergamot;fern, geranium, nutmeg, cardamom;papyrus, vetiver, leather, sandalwood;unknown;;aromatic;fresh spicy;woody;lavender;leather;40393
47210;ylang-ylang-espresso;floral-street;UK;unisex;3,31;537;2017.0;sichuan pepper, rose, tangerine;ylang-ylang, patchouli, tiramisu, jasmine;coffee, cacao, whipped cream, guaiac wood;j�r�me epinette;;coffee;warm spicy;sweet;woody;yellow floral;47210
61837;french-bouquet;bdk-parfums;France;unisex;3,32;167;2020.0;aldehydes, coriander, bergamot;rose, jasmine, orange blossom;labdanum, sandalwood, tobacco, violet, patchouli, tonka bean, vetiver;amelie bourgeois;;woody;aldehydic;aromatic;white floral;amber;61837
26181;vovo;natura;Brazil;men;3,32;28;2011.0;ambrette (musk mallow), cardamom, ginger;lily-of-the-valley, sandalwood, cedar;vetiver, musk, amber;ver�nica kato;;musky;woody;aromatic;amber;earthy;26181
43372;rosa-muscosa;coquillete;Italy;unisex;3,32;28;2017.0;rose, geranium, blackberry, cassis, peach;turkish rose, patchouli, violet, jasmine;white musk, herbal notes, amber, vanilla;rosa vaia;;rose;fruity;aromatic;patchouli;powdery;43372
